2.3 0.99 0.43 3.36 40
2.1 1.02 0.54 3.23 40
2.01 0.98 0.55 3.12 40
2.2 0.97 0.59 3.05 40
1.62 1.36 1.52 3.27 40
1.56 1.23 1.44 3.12 40
1.45 1.11 1.35 3.08 40
1.25 1.33 1.52 3.25 40
1.59 1.38 1.45 3.24 40
1.11 1.11 3.88 5.99 40
1.12 1.12 3.89 5.96 40
1.21 1.13 3.85 5.69 40
1.23 1.15 3.79 5.77 40
1.1 1.1 3.95 5.88 40
1.15 1.14 3.9 5.91 40
0.83 0.83 1.39 1.72 40
0.88 0.89 1.37 1.75 40
0.87 0.9 1.38 1.79 40
0.83 0.87 1.35 1.71 40
0.85 0.86 1.33 1.69 40
0.81 0.79 1.23 1.74 40
0.86 0.72 1.21 1.79 40
0.93 0.93 2.56 3.04 40
0.98 0.97 2.55 3.06 40
1 1 2.65 3.09 40
0.69 0.69 1.05 1.11 40
1.24 0.97 0.97 1.5 40
1.21 1 1 1.11 40
1.23 0.98 0.99 1.2 40
1.12 0.96 0.98 1.14 40
1.13 0.89 0.88 1.15 40
1.17 0.92 0.93 1.17 40
1.11 1.11 3.88 5.99 40
1.15 1.07 1.54 2.2 40
1.5 1.5 1.74 3.1 40
2.01 0.9 0.44 2.35 40 
1.35 0.62 0.36 1.28 40
1.33 0.59 0.35 1.29 40
1.23 0.54 0.34 1.24 40
1.19 0.56 0.33 1.22 40
1.2 0.53 0.31 1.16 40
1.21 0.51 0.39 1.19 40
1.88 1.01 0.54 1.5 40
1.87 1.02 0.59 1.45 40
1.88 1.05 0.54 1.39 40
1.77 1.03 0.52 1.4 40
1.74 1.05 0.51 1.42 40
0.74 0.53 0.54 1.51 40
0.76 0.61 0.52 1.74 40
0.73 0.6 0.5 1.71 40
0.69 0.65 0.51 1.69 40
0.67 0.62 0.49 1.73 40
0.66 0.62 0.54 1.75 40
0.75 0.66 0.55 1.76 40
1.74 0.65 0.33 1.41 40
1.71 0.66 0.32 1.4 40
1.7 0.64 0.34 1.43 40
1.72 0.65 0.35 1.42 40
1.73 0.63 0.36 1.44 40
1.75 0.61 0.31 1.54 40
1.62 0.62 0.35 1.34 40
1.6 0.61 0.37 1.33 40
1.61 0.62 0.38 1.23 40
1.6 0.64 0.34 1.34 40
1.59 0.62 0.35 1.23 40
1.58 0.65 0.36 1.36 40
1.35 0.62 0.36 1.28 40
1.9 0.76 0.42 1.26 40
2.81 1.2 0.43 1.01 40
0.74 0.61 0.68 2.4 40
0.92 0.42 0.27 0.82 40
1.54 0.81 0.48 2.06 40
1.13 0.84 0.68 2.81 40
2.01 1.06 0.64 2.66 40
0.66 0.47 0.38 1.8 40
0.7 0.34 0.18 0.64 40
6.27 1.19 0.6 1.63 40
6.22 1.18 0.61 1.61 40
6.21 1.17 0.6 1.6 40
6.23 1.16 0.59 1.59 40
6.24 1.14 0.62 1.64 40
6.2 1.13 0.63 1.66 40
1.26 1.53 0.26 1.72 40
2.01 1.96 0.46 2.94 40
2.02 1 0.41 2.84 40
1.42 1.05 0.9 2.05 40
